author,description,format,genre,month,pages,publisher,rating,title,year
Kameron Hurley,"Set within a system of decaying world-ships travelling through deep space, this breakout novel of epic science fiction follows a pair of sisters who must wrest control of their war-torn legion of worlds—and may have to destroy everything they know in order to survive.",Paperback,Science Fiction,February,396,Angry Robot,3.66,The Stars Are Legion,2017
Tal M. Klein,"It's the year 2147. Advancements in nanotechnology have enabled us to control aging. We've genetically engineered mosquitoes to feast on carbon fumes instead of blood, ending air pollution. And teleportation has become the ideal mode of transportation, offered exclusively by International Transport—a secretive firm headquartered in New York City. Their slogan: ",Paperback,Science Fiction,July,319,Geek & Sundry,3.60,The Punch Escrow,2017
Ada Palmer,"The second book of Terra Ignota, a political SF epic of extraordinary audacity. It is a world in which near-instantaneous travel from continent to continent is free to all.",Hardcover,Science Fiction,March,365,Tor Books,4.19,Seven Surrenders,2017
Stephen King,"In a future so real and near it might be now, something happens when women go to sleep; they become shrouded in a cocoon-like gauze. ",Hardcover,Horror,September,702,Scribner,3.75,Sleeping Beauties,2017
Riley Sager,"Ten years ago, college student Quincy Carpenter went on vacation with five friends and came back alone, the only survivor of a horror movie–scale massacre. In an instant, she became a member of a club no one wants to belong to—a group of similar survivors known in the press as the Final Girls. Lisa, who lost nine sorority sisters to a college dropout's knife; Sam, who went",Hardcover,Thriller,July,342,Dutton,3.80,Final Girls,2017
Anne Rice,"At the novel's center: the vampire Lestat de Lioncourt, hero, leader, inspirer, irresistible force, irrepressible spirit, battling (and ultimately reconciling with) a strange otherworldly form that has somehow taken possession of Lestat's undead body and soul. This ancient and mysterious power and unearthly spirit of vampire lore has all the force, history, and insidious r",Hardcover,Paranormal,November,451,Knopf,3.80,Prince Lestat and the Realms of Atlantis,2016
Edgar Cantero,<i>1990</i>,Hardcover,Horror,July,322,Doubleday Books,3.58,Meddling Kids,2017
M.R. Carey,"Once upon a time, in a land blighted by terror, there was a very clever boy.",Hardcover,Horror,May,392,Orbit,3.98,The Boy on the Bridge,2017
Christina Henry,There is one version of my story that everyone knows. And then there is the truth. This is how it happened. How I went from being Peter Pan’s first—and favorite—lost boy to his greatest enemy.,Paperback,Fantasy,July,292,Berkley Books,4.18,Lost Boy: The True Story of Captain Hook,2017
Lincoln Child,"Legends, no matter how outlandish, are often grounded in reality. This has been the guiding principle behind the exhilarating career of Jeremy Logan, the ""enigmologist"" — an investigator who specializes in analyzing phenomena that have no obvious explanation. Logan has often found himself in situations where keeping an open mind could mean the difference between life and d",Hardcover,Thriller,May,244,Doubleday Books,3.67,Full Wolf Moon,2017
Victor LaValle,"<b>One man’s thrilling journey through an enchanted world to find his wife, who has disappeared after seemingly committing an unforgiveable act of violence, from the award-winning author of the <i>The Devil in Silver</i> and <i>Big Machine</i>.</b>",Hardcover,Fantasy,June,431,Spiegel & Grau,3.80,The Changeling,2017
Dot Hutchison,"Four months after the explosion at the Garden, a place where young women known as the Butterflies were kept captive, FBI agents Brandon Eddison, Victor Hanoverian, and Mercedes Ramirez are still entrenched in the aftermath, helping survivors in the process of adjusting to life on the outside. With winter coming to an end, the Butterflies have longer, warmer days of healing",Paperback,Thriller,May,289,Thomas & Mercer,4.02,The Roses of May,2017
John Connolly,Game of Ghosts,Hardcover,Horror,April,464,Hodder & Stoughton,4.28,A Game of Ghosts,2017
Amanda Stevens,<p> <strong>Shush…lest she awaken…</strong> </p>,Paperback,Fantasy,March,416,Mira,4.27,The Awakening,2017
Seanan McGuire,"When her sister Patty died, Jenna blamed herself. When Jenna died, she blamed herself for that, too. Unfortunately Jenna died too soon. Living or dead, every soul is promised a certain amount of time, and when Jenna passed she found a heavy debt of time in her record. Unwilling to simply steal that time from the living, Jenna earns every day she leeches with volunteer work",Paperback,Fantasy,January,182,Tor,3.82,Dusk or Dark or Dawn or Day,2017
David  Wong,"NYT bestselling author Wong takes readers to a whole new level with his latest dark comic sci-fi thriller, set in the world of John Dies at the End and This Book is Full of Spiders",Hardcover,Horror,October,375,St. Martin's Press,4.17,What the Hell Did I Just Read,2017
Hari Kunzru,"From one of the most talented fiction writers at work today: two ambitious young musicians are drawn into the dark underworld of blues record collecting, haunted by the ghosts of a repressive past.",Hardcover,Fiction,March,271,Knopf Publishing Group,3.69,White Tears,2017
Joe Hill,"14 hours, 42 minutes",Hardcover,Horror,October,432,William Morrow,3.91,Strange Weather,2017
Charles Stross,"Bob Howard’s career in the Laundry, the secret British government agency dedicated to protecting the world from unspeakable horrors from beyond spacetime, has entailed high combat, brilliant hacking, ancient magic, and combat with indescribably repellent creatures of pure evil. It has also involved a wearying amount of paperwork and office politics, and his expense reports",Hardcover,Horror,July,368,Tor.com,4.28,The Delirium Brief,2017
Richard Kadrey,"Sandman Slim has been to Heaven and Hell and many places in between, but now he finds himself in an unknown land: the far, far edge of the Tenebrae, the desolate home of the lost dead. Making his way inland with nothing but his unerring instinct for trouble to guide him, he collides with a caravan of the damned on a mysterious crusade, led by the ruthless Magistrate. Alone",Hardcover,Fantasy,June,416,Harper Voyager,4.21,The Kill Society,2017
Jac Jemc,<b>A chilling literary horror novel about a young couple who purchase and live in a haunted house. Jac Jemc’s <i>The Grip of It</i> tells the eerie story of a young couple haunted by their new home. </b>,Paperback,Horror,August,276,FSG,3.26,The Grip of It,2017
J-F Dubeau,-Move over ,Paperback,Horror,June,375,Inkshares,3.52,A God in the Shed,2017
Ronald Malfi,"<i>A landscape of frozen darkness punctuated by grim, gray days. <br/>The feeling like a buzz in your teeth.<br/>The scrape of bone on bone. . .</i>",Paperback,Horror,July,384,Kensington Publishing Corporation                          (first published July 2017,3.96,Bone White,2017
Lauren Graham,In ,Hardcover,Nonfiction,November,205,Ballantine Books,3.98,"Talking as Fast as I Can: From Gilmore Girls to Gilmore Girls, and Everything in Between",2016
Kevin  Hart,<b>INSTANT #1 <i>NEW YORK TIMES </i>BESTSELLER</b>,Hardcover,Nonfiction,June,400,Atria / 37 INK,4.09,I Can't Make This Up: Life Lessons,2017
Anna Faris,"Anna Faris has advice for you. And it's great advice, because she's been through it all, and she wants to tell you what she's learned. Her comic memoir and first book, ",Hardcover,Nonfiction,October,306,Dutton Books,3.45,Unqualified,2017
Samantha Irby,"Sometimes you just have to laugh, even when life is a dumpster fire. With ",Paperback,Nonfiction,May,288,Vintage,3.93,We Are Never Meeting In Real Life,2017
Gabourey Sidibe,"<b>The Oscar-nominated <i>Precious </i>star and <i>Empire </i>actress delivers a much-awaited memoir—wise, complex, smart, funny—that is different from anything we’ve read</b>",Hardcover,Nonfiction,May,256,Houghton Mifflin Harcourt,4.03,This Is Just My Face: Try Not to Stare,2017
Chris Smith,"<strong>The complete, uncensored history of the award-winning <i>The Daily Show with Jon Stewart,</i> as told by its correspondents, writers, and host.</strong>",Hardcover,Nonfiction,November,461,Grand Central Publishing,4.13,"The Daily Show: An Oral History as Told by Jon Stewart, the Correspondents, Staff and Guests",2016
David Sedaris,"David Sedaris tells all in a book that is, literally, a lifetime in the making.",Hardcover,Nonfiction,May,514,"Little, Brown and Company",3.93,Theft by Finding: Diaries 1977-2002,2017
Eddie Izzard,"Critically acclaimed, award-winning British comedian and actor Eddie Izzard details his childhood, his first performances on the streets of London, his ascent to worldwide success on stage and screen, and his comedy shows which have won over audiences around the world.",Hardcover,Nonfiction,June,348,Blue Rider Press                          (first published June 6th 2017,3.82,"Believe Me: A Memoir of Love, Death, and Jazz Chickens",2017
Scaachi Koul,"<b>A collection of essays about growing up the daughter of Indian immigrants in Canada, ""a land of ice and casual racism,"" by the cultural observer, Scaachi Koul.</b>",Hardcover,Nonfiction,March,241,Doubleday Canada,3.77,One Day We'll All Be Dead and None of This Will Matter,2017
W. Kamau Bell,You may know W. Kamau Bell from his hit show on CNN. Or maybe you've read about him in ,Hardcover,Nonfiction,May,340,Dutton Books,3.98,"The Awkward Thoughts of W. Kamau Bell: Tales of a 6' 4"", African American, Heterosexual, Cisgender, Left-Leaning, Asthmatic, Black and Proud Blerd, Mama's Boy, Dad, and Stand-Up Comedian",2017
Al Franken,<b>From the #1 bestselling author - the story of an award-winning comedian who decided to run for office and then discovered why award-winning comedians tend not to do that.</b>,Hardcover,Nonfiction,May,406,"Twelve/Hachette Book Group, Inc.                          (first published May 2017",4.35,Al Franken: Giant of the Senate,2017
Whitney Cummings,"Well, well, well. Look at you, ogling my book page. . . . I presume if you're reading this it means you either need more encouragement to buy it, you're very bored in an airport, or we used to date and you're trying to figure out if you should sue me or not.",Hardcover,Nonfiction,October,288,G.P. Putnam's Sons,3.72,I'm Fine...and Other Lies,2017
Rhett McLaughlin,"“Internetainers” Rhett & Link met in first grade when their teacher made them miss recess for writing profanity on their desks, and they have been best friends ever since. Today, their daily YouTube talk show, Good Mythical Morning, is the most-watched daily talk show on the Internet, and nearly 12 million subscribers tune in to see the guys broadcast brainy trivia, wi",Hardcover,Nonfiction,October,272,Sphere                          (first published October 10th 2017,4.36,"Rhett & Link's Book of Mythicality: A Field Guide to Curiosity, Creativity, and Tomfoolery",2017
Bassem Youssef,"""The Jon Stewart of the Arabic World""—the creator of ",Hardcover,Nonfiction,March,304,Dey Street Books,4.22,Revolution for Dummies: Laughing Through the Arab Spring,2017
John Hodgman,"<b>Although his career as a bestselling author and on <i>The Daily Show With Jon Stewart</i> was founded on fake news and invented facts, in 2016 that routine didn't seem as funny to John Hodgman anymore. Everyone is doing it now. </b>",Hardcover,Nonfiction,October,272,Viking,4.09,Vacationland: True Stories from Painful Beaches,2017
John Hodgman,"<b>Although his career as a bestselling author and on <i>The Daily Show With Jon Stewart</i> was founded on fake news and invented facts, in 2016 that routine didn't seem as funny to John Hodgman anymore. Everyone is doing it now. </b>",Hardcover,Nonfiction,October,272,Viking,4.09,Vacationland: True Stories from Painful Beaches,2017
Lisa Scottoline,"The bestselling and “perennially hilarious” mother-daughter team is back with a new collection of stories from their real lives, guaranteed to make you laugh out loud. Join Lisa and Francesca as they regret drunk-shopping online, try smell-dating, and explore the freedom of a hiatus from men - a Guyatus. They offer a fresh and funny take on the triumphs and facepalm moment",Hardcover,Humor,July,320,St. Martin's Press,3.67,I Need a Lifeguard Everywhere But the Pool,2017
Erin Chack,<i>BuzzFeed</i>,Hardcover,Nonfiction,April,240,Razorbill,4.03,This Is Really Happening,2017
Matt Bellassai,"From the break-out star of BuzzFeed's “Whine About It” and the People’s Choice Award-winning comedian behind the web series “To Be Honest” comes a collection of hilariously anguished essays chronicling awful moments from Matt’s life so far, the humiliations of being an adult, and other little indignities.",Hardcover,Nonfiction,October,247,Atria/Keywords Press,3.69,Everything Is Awful: And Other Observations,2017
Marc Maron,"<b>""Public figures as you rarely if ever hear them: strikingly personal, surprisingly open, and profoundly emotional.""<br/>— <i>Entertainment Weekly</i><br/><br/>""I’m British, so I’m medically dead inside, but even I can’t help but open up whenever I talk to Marc. He uses his honestly like a scalpel, cutting himself open in front of anyone he’s talking to, and in doing so, invites you to do the sa</b>",Hardcover,Nonfiction,October,416,Flatiron Books,3.99,Waiting for the Punch: Words to Live by from the WTF Podcast,2017
Lilly Singh,"From actress, comedian, and YouTube sensation Lilly Singh (aka ||Superwoman||) comes the definitive guide to being a bawse—a person who exudes confidence, reaches goals, gets hurt efficiently, and smiles genuinely because they’ve fought through it all and made it out the other side. ",Hardcover,Nonfiction,March,315,Ballantine Books,4.09,How to Be a Bawse: A Guide to Conquering Life,2017
Chimamanda Ngozi Adichie,<b>From the best-selling author of <i>Americanah </i>and <i>We Should All Be Feminists</i> comes a powerful new statement about feminism today--written as a letter to a friend. </b>,Hardcover,Nonfiction,March,63,Knopf Publishing Group,4.56,"Dear Ijeawele, or a Feminist Manifesto in Fifteen Suggestions",2017
Michael Finkel,"<b>Many people dream of escaping modern life, but most will never act on it. This is the remarkable true story of a man who lived alone in the woods of Maine for 27 years, making this dream a reality--not out of anger at the world, but simply because he preferred to live on his own.</b>",Hardcover,Nonfiction,March,203,Knopf Publishing Group,3.88,The Stranger in the Woods: The Extraordinary Story of the Last True Hermit,2017
Douglas Preston,<b>A five-hundred-year-old legend. An ancient curse. A stunning medical mystery. And a pioneering journey into the unknown heart of the world's densest jungle.</b>,Hardcover,Nonfiction,January,328,Grand Central Publishing,3.91,The Lost City of the Monkey God: A True Story,2017
Caitlin Doughty,The best-selling author of ,Hardcover,Nonfiction,October,248,W. W. Norton & Company,4.28,From Here to Eternity: Traveling the World to Find the Good Death,2017
Ta-Nehisi Coates,"""We were eight years in power"" was the lament of Reconstruction-era black politicians as the American experiment in multiracial democracy ended with the return of white supremacist rule in the South. Now Ta-Nehisi Coates explores the tragic echoes of that history in our own time: the unprecedented election of a black president followed by a vicious backlash that fueled the",Hardcover,Nonfiction,October,367,One World,4.44,We Were Eight Years in Power: An American Tragedy,2017
Sheryl Sandberg,"From Facebook's COO and Wharton's top-rated professor, the #1 ",Paperback,Nonfiction,April,240,WH Allen,3.88,"Option B: Facing Adversity, Building Resilience, and Finding Joy",2017
Jen Hatmaker,"<strong><em>New York Times</em> bestselling author, Big Sister Emeritus, and Chief BFF Jen Hatmaker returns with another round of hilarious tales, shameless honesty, and hope for the woman who has forgotten her moxie.</strong>",Hardcover,Nonfiction,August,266,Thomas Nelson,4.04,Of Mess and Moxie: Wrangling Delight Out of This Wild and Glorious Life,2017
Kory Stamper,"<b>Brimming with intelligence and personality, a vastly entertaining account of how dictionaries are made a must read for word mavens.</b>",Hardcover,Nonfiction,March,296,Pantheon Books,4.19,Word by Word: The Secret Life of Dictionaries,2017
Anne Lamott,"<b>From the bestselling author of <i>Help, Thanks, Wow</i> and <i>Stitches</i> comes a powerful exploration of mercy, its limitless (if sometimes hidden) presence, why we ignore it, and how we can embrace it</b>",Hardcover,Nonfiction,April,176,Riverhead Books,3.66,Hallelujah Anyway: Rediscovering Mercy,2017
Michael Eric Dyson,"Short, emotional, literary, powerful―",Hardcover,Nonfiction,January,228,St. Martin's Press,4.30,Tears We Cannot Stop: A Sermon to White America,2017
Timothy Ferriss,"<div><b>The latest groundbreaking book from Tim Ferriss, the #1 </b><i><b>New York Times </b></i><b>best-selling author of </b><i><b>The 4-Hour Workweek</b></i><b>.</b><br/>  <br/><b>From the author:</b><br/>  <br/> “For the last two years, I’ve interviewed nearly two hundred world-class performers for my podcast, <i>The Tim Ferriss Show. </i>The guests range from super celebs (Jamie Foxx, Arnold Schwarzenegger, etc.) and athletes (icons of powerlifting, gymn</div>",Hardcover,Business,December,673,Houghton Mifflin Harcourt,4.21,Tools of Titans,2016
Chris Hayes,"America likes to tell itself that it inhabits a post-racial world, but nearly every empirical measure—wealth, unemployment, incarceration, school segregation—reveals that racial inequality hasn’t improved since 1968. With the clarity and originality that distinguished his prescient bestseller ",Hardcover,Politics,March,256,W. W. Norton  Company,4.22,A Colony in a Nation,2017
Brené Brown,"<b>#1 <i>NEW YORK TIMES</i> BESTSELLER - A timely and important new book that challenges everything we think we know about cultivating true belonging in our communities, organizations, and culture, from the #1 bestselling author of <i>Rising Strong, Daring Greatly, </i>and <i>The Gifts of Imperfection</i></b>",Hardcover,Nonfiction,September,208,Random House,4.17,Braving the Wilderness: The Quest for True Belonging and the Courage to Stand Alone,2017
Nick Bilton,<b>The unbelievable true story of the man who built a billion-dollar online drug empire from his bedroom--and almost got away with it </b>,Hardcover,Nonfiction,May,328,Portfolio,4.27,American Kingpin: The Epic Hunt for the Criminal Mastermind Behind the Silk Road,2017
Grady Hendrix,"Take a tour through the horror paperback novels of the 1970s and ’80s . . . if you dare. Page through dozens and dozens of amazing book covers featuring well-dressed skeletons, evil dolls, and knife-wielding killer crabs! Read shocking plot summaries that invoke devil worship, satanic children, and haunted real estate! Horror author and vintage paperback book collector Gra",Paperback,Horror,September,256,Quirk Books,4.32,Paperbacks from Hell: The Twisted History of '70s and '80s Horror Fiction,2017
Anthony Robbins,"Market corrections are as constant as seasons are in nature. There have been 30 such corrections in the past 30 years, yet there's never been an action plan for how not only to survive, but thrive through each change in the stock market. ",Paperback,Economics,March,256,Simon & Schuster UK,4.13,Unshakeable: Creating Peace of Mind In a World of Volatility,2017
Naomi Klein,"“This is one attempt to uncover how we got to this surreal political moment. It is also an attempt to predict how, under cover of shocks and crises, it could get a lot worse. And it’s a plan for how, if we keep our heads, we might just be able to flip the script and arrive at a radically better future.”",Paperback,Nonfiction,June,273,Haymarket Books                          (first published June 7th 2017,4.16,No Is Not Enough: Resisting Trump's Shock Politics and Winning the World We Need,2017
Monica Hesse,"A breathtaking feat of reportage, ",Hardcover,Nonfiction,July,255,Liveright,3.79,"American Fire: Love, Arson, and Life in a Vanishing Land",2017
Katie Davis Majors,<b>How do you hold on to hope <br/> when you don't get the ending <br/> you asked for?</b>,Hardcover,Christian,October,209,Multnomah Books,4.55,Daring to Hope: Finding God's Goodness in the Broken and the Beautiful,2017
Hillary Rodham Clinton,"<b>“In the past, for reasons I try to explain, I’ve often felt I had to be careful in public, like I was up on a wire without a net. Now I’m letting my guard down.”</b>",Hardcover,Nonfiction,September,464,Simon & Schuster,3.99,What Happened,2017
Roxane Gay,From the bestselling author of ,Hardcover,Nonfiction,June,306,HarperCollins,4.21,Hunger: A Memoir of (My) Body,2017
Lily Collins,"In this groundbreaking debut essay collection, featuring never-before-seen photos, actress Lily Collins—star of ",Hardcover,Nonfiction,March,228,HarperCollins,3.96,"Unfiltered: No Shame, No Regrets, Just Me",2017
Manal Al-Sharif,A ferociously intimate memoir by a devout woman from a modest family in Saudi Arabia who became the unexpected leader of a courageous movement to support women’s right to drive.,Hardcover,Nonfiction,June,289,Simon & Schuster,4.30,Daring to Drive: A Saudi Woman's Awakening,2017
Sherman Alexie,"<b>A searing, deeply moving memoir about family, love, and loss from the critically acclaimed, bestselling National Book Award winner.</b>",Hardcover,Autobiography,June,457,"Little, Brown and Company",4.21,You Don't Have to Say You Love Me,2017
Mayte Garcia,"<b>INSTANT <i>NEW YORK TIMES</i> BESTSELLER<br/><br/>At the one-year anniversary of his death, legendary musician Prince's first wife shares a uniquely intimate, candid, and revelatory look inside the personal and professional life of one of the world's most beloved icons.</b>",Hardcover,Nonfiction,April,304,Hachette Books,4.09,The Most Beautiful: My Life with Prince,2017
Mark Lukach,<strong>International Bestseller</strong>,Hardcover,Nonfiction,May,320,Harper Wave,4.08,My Lovely Wife in the Psych Ward,2017
Cat Marnell,"From Cat Marnell, “New York’s enfant terrible” (",Hardcover,Autobiography,January,384,Simon  Schuster                          (first published January 1st 2017,3.78,How to Murder Your Life,2017
Sandra Uwiringiyimana,"In this powerful memoir, Sandra Uwiringyimana, a girl from the Democratic Republic of the Congo, tells the incredible true story of how she survived a massacre, immigrated to America, and overcame her trauma through art and activism.",Hardcover,Nonfiction,May,304,Katherine Tegen Books,4.27,How Dare the Sun Rise: Memoirs of a War Child,2017
Alexandria Marzano-Lesnevich,"Before Alexandria Marzano-Lesnevich begins a summer job at a law firm in Louisiana, working to help defend men accused of murder, she thinks her position is clear. The child of two lawyers, she is staunchly anti-death penalty. But the moment convicted murderer Ricky Langley’s face flashes on the screen as she reviews old tapes―the moment she hears him speak of his crimes―s",Hardcover,Nonfiction,May,326,Flatiron Books,3.84,The Fact of a Body: A Murder and a Memoir,2017
Tsh Oxenreider,"<strong>As Tsh Oxenreider, author of Notes From a Blue Bike, chronicles her family's adventure around the world--seeing, smelling, and tasting the widely varying cultures along the way--she discovers what it truly means to be at home.</strong>",Hardcover,Nonfiction,April,288,Thomas Nelson                          (first published April 2017,4.07,At Home in the World: Reflections on Belonging While Wandering the Globe,2017
Ariel Levy,When thirty-eight-year-old ,Hardcover,Autobiography,March,207,Random House,3.74,The Rules Do Not Apply,2017
Nina Riggs,"An exquisite memoir about how to live--and love--every day with ""death in the room,"" from poet Nina Riggs, mother of two young sons and the direct descendant of Ralph Waldo Emerson, in the tradition of ",Hardcover,Autobiography,June,288,Simon and Schuster,4.33,The Bright Hour: A Memoir of Living and Dying,2017
Cleve Jones,"The partial inspiration for the forthcoming ABC television mini-series from Academy Award-winning screenwriter Dustin Lance Black, executive producer Gus Van Sant, and starring Guy Pearce, Mary-Louise Parker, Carrie Preston, and Rachel Griffiths.",Hardcover,Nonfiction,November,304,Hachette Books,4.31,When We Rise: My Life in the Movement,2016
Bill Hayes,"Bill Hayes came to New York City in 2009 with a one-way ticket and only the vaguest idea of how he would get by. But, at forty-eight years old, having spent decades in San Francisco, he craved change. Grieving over the death of his partner, he quickly discovered the profound consolations of the city's incessant rhythms, the sight of the Empire State Building against the ni",Hardcover,Nonfiction,February,294,Bloomsbury USA,4.44,"Insomniac City: New York, Oliver, and Me",2017
Anna LeBaron,"""My father had more than fifty children."" So begins the haunting memoir of Anna LeBaron, daughter of the notorious polygamist and murderer Ervil LeBaron. With her father wanted by the FBI for killing anyone who tried to leave his cult--a radical branch of Mormonism--Anna and her siblings were constantly on the run with the other sister-wives. Often starving and always desp",Paperback,Nonfiction,March,320,Tyndale House Publishers,3.68,The Polygamist's Daughter,2017
Heather Harpham,"A shirt-grabbing, page-turning love story that follows a one-of-a-kind family through twists of fate that require nearly unimaginable choices.",Hardcover,Autobiography,August,320,Henry Holt & Company,4.17,Happiness: The Crooked Little Road to Semi-Ever After,2017
Cara Mentzel,<b><i>Voice Lessons</i> is the story of Cara and Idina - a real-life Anna and Elsa story that will be familiar to every woman with a big sister and a must-read for Idina Menzel fans.</b>,Hardcover,Nonfiction,October,259,St. Martin's Press,4.20,Voice Lessons: A Sisters Story,2017
Souad Mekhennet,"<b>“I was told to come alone. I was not to carry any identification, and would have to leave my cell phone, audio recorder, watch, and purse at my hotel. . . .”</b>",Hardcover,Nonfiction,June,368,Henry Holt and Co,4.46,I Was Told to Come Alone: My Journey Behind the Lines of Jihad,2017
Patricia Lockwood,"The childhood of Patricia Lockwood, the poet dubbed ""The Smutty-Metaphor Queen of Lawrence, Kansas"" by ",Hardcover,Autobiography,May,336,Riverhead Books,3.83,Priestdaddy: A Memoir,2017
Kate  Moore,<p> <strong>The incredible true story of the women who fought America's Undark danger</strong> </p>,Hardcover,Nonfiction,May,479,Sourcebooks                          (first published April 18th 2017,4.18,The Radium Girls: The Dark Story of America's Shining Women,2017
David Grann,"In the 1920s, the richest people per capita in the world were members of the Osage Indian Nation in Oklahoma. After oil was discovered beneath their land, the Osage rode in chauffeured automobiles, built mansions, and sent their children to study in Europe.",Hardcover,Nonfiction,April,338,Doubleday,4.11,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,2017
Julia Baird,"The extraordinary story of the world's most influential, intriguing and surprising ruler, Queen Victoria.",Hardcover,Biography,November,696,Random House,4.22,Victoria The Queen: An Intimate Biography of the Woman Who Ruled an Empire,2016
Lucy Worsley,"<b>""Jane Austen at Home offers a fascinating look at Jane Austen's world through the lens of the homes in which she lived and worked throughout her life. The result is a refreshingly unique perspective on Austen and her work and a beautifully nuanced exploration of gender, creativity, and domesticity.""--Amanda Foreman, bestselling author of Georgianna, Duchess of Devonshire</b>",Hardcover,Nonfiction,July,387,St. Martin's Press                          (first published May 18th 2017,4.26,Jane Austen at Home,2017
Jeffrey Kluger,"In August 1968, one short year after three astronauts had burned to death in their spacecraft, NASA decided that it would launch humankind’s first flight to the moon. Sixteen weeks later, Frank Borman, Jim Lovell, and Bill Anders were aboard the first manned spacecraft to depart Earth’s orbit, reach the moon, and return safely to Earth, delivering a tear-inducing Christmas",Hardcover,History,May,320,Henry Holt and Co,4.41,Apollo 8: The Thrilling Story of the First Mission to the Moon,2017
Ron Chernow,"<b>Pulitzer Prize-winner and biographer of Alexander Hamilton, George Washington, and John D. Rockefeller, Ron Chernow returns with a sweeping and dramatic portrait of one of America's most complicated generals and presidents, Ulysses S. Grant.</b>",Hardcover,History,October,1074,Penguin Press,4.56,Grant,2017
Melissa Fleming,"Emotionally riveting and eye-opening, ",Hardcover,Nonfiction,January,276,Flatiron Books,4.34,"A Hope More Powerful Than the Sea: One Refugee's Incredible Story of Love, Loss, and Survival",2017
Michael   Lewis,<strong>Best-selling author Michael Lewis examines how a Nobel Prize–winning theory of the mind altered our perception of reality.</strong>,Hardcover,Nonfiction,December,368,W. W. Norton & Company,3.98,The Undoing Project: A Friendship That Changed Our Minds,2016
Timothy Snyder,A historian of fascism offers a guide for surviving and resisting America’s turn towards authoritarianism.,Paperback,Nonfiction,March,128,Tim Duggan Books,4.23,On Tyranny: Twenty Lessons from the Twentieth Century,2017
Timothy B. Tyson,This extraordinary ,Hardcover,History,January,291,Simon & Schuster,4.24,The Blood of Emmett Till,2017
Jeff Guinn,By the ,Hardcover,Nonfiction,April,531,Simon  Schuster,4.15,The Road to Jonestown: Jim Jones and Peoples Temple,2017
Walter Isaacson,The author of the acclaimed bestsellers ,Hardcover,Biography,October,600,Simon  Schuster,4.19,Leonardo da Vinci,2017
Jennifer   Wright,"<b>A humorous book about history's worst plagues—from the Antonine Plague, to leprosy, to polio—and the heroes who fought them</b>",Hardcover,Nonfiction,February,336,Henry Holt and Co,4.23,Get Well Soon: History's Worst Plagues and the Heroes Who Fought Them,2017
Giles Milton,"<b>Six gentlemen, one goal: the destruction of Hitler's war machine</b>",Hardcover,History,February,368,Picador,4.34,Churchill's Ministry of Ungentlemanly Warfare: The Mavericks Who Plotted Hitler's Defeat,2017
Chris Whipple,"<b>The first in-depth, behind-the-scenes look at the White House Chiefs of Staff, whose actions--and inactions--have defined the course of our country.</b>",Hardcover,History,April,300,Crown Publishing Group,4.28,The Gatekeepers: How the White House Chiefs of Staff Define Every Presidency,2017
Donald Stratton,"<b>The extraordinary first and only memoir by a survivor of the USS Arizona, published in conjunction with the seventy-fifth anniversary of Pearl Harbor.</b>",Hardcover,Nonfiction,November,320,William Morrow,4.46,All the Gallant Men: An American Sailor's Firsthand Account of Pearl Harbor,2016
Mark Bowden,"The first battle book from Mark Bowden since his #1 New York Times bestseller Black Hawk Down, Hue 1968 is the story of the centerpiece of the Tet Offensive and a turning point in the American War in Vietnam.",Hardcover,History,June,608,Atlantic Monthly Press,4.40,Huế 1968: A Turning Point of the American War in Vietnam,2017
Mike Duncan,"The Roman Republic was one of the most remarkable achievements in the history of civilization. After its founding in 509 BCE, Rome grew from an unremarkable Italian city-state to the dominant superpower of the Mediterranean world. Through it all, the Romans never allowed a single man to seize control of the state. Every year for four hundred years the annually elected cons",Hardcover,History,October,327,PublicAffairs,4.24,The Storm Before the Storm: The Beginning of the End of the Roman Republic,2017
Bill O'Reilly,"Told through the eyes of George Washington, Benjamin Franklin, Thomas Jefferson, and Great Britain’s King George III, Killing England chronicles the path to independence in gripping detail, taking the reader from the battlefields of America to the royal courts of Europe. What started as protest and unrest in the colonies soon escalated to a world war with devastating casua",Hardcover,History,September,340,Henry Holt and Co,4.23,Killing England: The Brutal Struggle for American Independence,2017
Lynne Olson,<p> <b>An engrossing account of how Britain became the base of operations for the exiled leaders of Europe in their desperate struggle to reclaim their continent from Hitler.</b> </p>,Hardcover,History,April,576,Random House,4.29,"Last Hope Island: Britain, Occupied Europe, and the Brotherhood That Helped Turn the Tide of War",2017
Neil deGrasse Tyson,What is the nature of space and time? How do we fit within the universe? How does the universe fit within us? There’s no better guide through these mind-expanding questions than acclaimed astrophysicist and best-selling author Neil deGrasse Tyson.,Hardcover,Nonfiction,May,224,W. W. Norton  Company,4.12,Astrophysics for People in a Hurry,2017
Angela Saini,"From intelligence to emotion, for centuries science has told us that men and women are fundamentally different. But this is not the whole story.",Hardcover,Nonfiction,May,200,Beacon Press,4.05,Inferior: How Science Got Women Wrong—and the New Research That's Rewriting the Story,2017
Seth Stephens-Davidowitz,Blending the informed analysis of ,Hardcover,Nonfiction,May,338,Dey Street Books,3.91,"Everybody Lies: Big Data, New Data, and What the Internet Can Tell Us About Who We Really Are",2017
