author,description,format,genre,month,pages,publisher,rating,title,year
Anne Rice,"<b>From the iconic and bestselling author of <i>The Mummy</i> and The Vampire Chronicles, a mesmerizing, glamorous new tale of ancient feuds and modern passions. </b>",Paperback,Horror,November,416,Anchor,3.77,The Passion of Cleopatra,2017
John Connolly,"When the body of a woman—who apparently died in childbirth—is discovered, Parker is hired to track down both her identity and her missing child.",Hardcover,Mystery,June,483,Atria/Emily Bestler Books                          (first published April 5th 2018,4.26,The Woman in the Woods,2018
Paul Tremblay,"The Bram Stoker Award-winning author of A Head Full of Ghosts adds an inventive twist to the home invasion horror story in a heart-palpitating novel of psychological suspense that recalls Stephen King’s Misery, Ruth Ware’s In a Dark, Dark Wood, and Jack Ketchum’s cult hit The Girl Next Door.",Hardcover,Horror,June,272,William Morrow,3.37,The Cabin at the End of the World,2018
Darcy Coates,"Daniel is desperate for a job. When someone slides a note under his door offering him the groundskeeper's position at an old estate, it seems too good to be true.",Paperback,Horror,December,298,Black Owl Books,4.09,Craven Manor,2017
Alma Katsu,"Evil is invisible, and it is everywhere. ",Hardcover,Horror,March,376,G.P. Putnam’s Sons,3.63,The Hunger,2018
Grady Hendrix,"In the 1990s, heavy metal band Dürt Würk was poised for breakout success -- but then lead singer Terry Hunt embarked on a solo career and rocketed to stardom as Koffin, leaving his fellow bandmates to rot in rural Pennsylvania.",Hardcover,Horror,September,336,Quirk Books,3.99,We Sold Our Souls,2018
Stephen King,"Fasten your seatbelts for an anthology of turbulent tales curated by Stephen King and Bev Vincent. This exciting new anthology, perfect for airport or airplane reading, includes an original introduction and story notes for each story by Stephen King, along with brand new stories from Stephen King and Joe Hill.",Hardcover,Horror,September,332,Cemetery Dance Publications,3.52,Flight or Fright,2018
Michael Rutger,<em>Not all secrets are meant to be found.</em>,Hardcover,Horror,June,352,Grand Central Publishing,3.83,The Anomaly,2018
Mallory Ortberg,"From Mallory Ortberg comes a collection of darkly mischievous stories based on classic fairy tales. Adapted from their beloved ""Children's Stories Made Horrific"" series, ",Paperback,Short Stories,March,190,Holt McDougal,3.40,The Merry Spinster: Tales of Everyday Horror,2018
Iain Reid,"<b>A taut, psychological mind-bender from the bestselling author of <i>I’m Thinking of Ending Things.</i></b>",Hardcover,Horror,September,261,Gallery/Scout Press                          (first published August 7th 2018,3.72,Foe,2018
Darcy Coates,"""The dead are restless here...""",Paperback,Horror,March,372,Black Owl Books,4.14,The Carrow Haunt,2018
Dot Hutchison,<b>This FBI agent has come to expect almost anything—just not this…</b>,Paperback,Thriller,May,292,Thomas & Mercer,4.33,The Summer Children,2018
Jonathan Janz,"When David Caine, a celebrated skeptic of the supernatural, is invited by an old friend to spend a month in “the most haunted house in Virginia,” he believes the case will be like any other. But the Alexander House is different. Built by a 1700s land baron to contain the madness and depravity of his eldest son, the house is plagued by shadows of the past and the lingering",Hardcover,Horror,September,295,Flame Tree Press,4.08,The Siren and the Specter,2018
Peter Meredith,"It's been twelve years since the undead hordes swept over the earth forcing mankind to the brink of extinction. We now live like rats, scavenging in the ruins of our fallen civilization as the dead hunt us night and day. There is little left to scavenge, however. Grocery stores were emptied ages ago, gas tanks have long been dry and bullets are so precious that a man is lu",Paperback,Horror,January,332,Peter Meredith                          (first published January 21st 2018,4.31,Generation Z,2018
Ezekiel Boone,"In the thrilling, nerve-wracking finale of Ezekiel Boone’s “hair-raising” (",Hardcover,Horror,February,322,Atria/Emily Bestler Books,3.70,Zero Day,2018
Ellen Datlow,"It’s only water, so why should we fear large bodies of it, such as the sea or the ocean? However, when you’re all alone, you realize how scary a place it can be.",Hardcover,Horror,February,320, Night Shade Books,3.58,The Devil and the Deep,2018
Charles Stross,"<b>The Lovecraftian Singularity has descended upon the world in <i>The Labyrinth Index</i>, beginning an exciting new story arc in Charles Stross' Hugo Award-winning Laundry Files series!</b>",Hardcover,Fantasy,October,368,Tom Doherty Associates Book,4.21,The Labyrinth Index,2018
Tiffany Haddish,<b><i>NEW YORK TIMES</i> BESTSELLER</b>,Hardcover,Nonfiction,December,288,Gallery Books,3.93,The Last Black Unicorn,2017
David Sedaris,<b>David Sedaris returns with his most deeply personal and darkly hilarious book. </b>,Hardcover,Nonfiction,May,261,"Little, Brown and Company",4.23,Calypso,2018
Megan Mullally,"<b> <b>At last, the full story behind Megan Mullally and Nick Offerman's epic romance, including stories, portraits, and the occasional puzzle, all telling the smoldering tale that has fascinated Hollywood for over a decade.</b> </b>",Hardcover,Nonfiction,October,288,Dutton Books,3.68,The Greatest Love Story Ever Told,2018
Busy Philipps,"<b>A memoir by the beloved comedic actress known for her roles on <i>Freaks and Geeks, Dawson’s Creek</i>, and <i>Cougar Town</i> who has become “the breakout star on Instagram stories...imagine <i>I Love Lucy </i>mixed with a modern lifestyle guru"" (<i>The New Yorker</i>).</b>",Kindle Edition,Nonfiction,October,321,Touchstone,4.00,This Will Only Hurt a Little,2018
Andrew Shaffer,"<b>This mystery thriller reunites Vice President Joe Biden and President Barack Obama for a political mashup full of suspense, intrigue, and laugh out loud bromance.</b>",Paperback,Mystery,July,304,Quirk Books,3.56,Hope Never Dies,2018
Retta,"In So Close to Being the Sh*t, Y’all Don’t Even Know, Parks and Recreation star Retta takes us on her not-so-meteoric rise from roaches to riches (well, rich enough that she can buy $15,000 designer handbags yet scared enough to know she’s always a heartbeat away from ramen with American cheese).",Hardcover,Nonfiction,May,262,St. Martin's Press,3.89,"So Close to Being the Sh*t, Y’all Don’t Even Know",2018
Phoebe Robinson,"<b> <b>From </b> <b> <i>New York Times </i> </b> <b>bestselling author and star of </b> <b> <i>2 Dope Queens</i> </b> <b>, Phoebe Robinson, comes a new, hilarious, and timely essay collection on gender, race, dating, and a world that seems to always be a self-starting Dumpster fire.</b> </b>",Hardcover,Nonfiction,October,336,Plume Books,3.94,"Everything's Trash, But It's Okay",2018
Lisa Scottoline,In ,Hardcover,Humor,July,352,St. Martin's Press,3.96,I See Life Through Rosé-Colored Glasses,2018
Jimmy O. Yang,"<b>Standup comic, actor and fan favorite from HBO's <i>Silicon Valley</i> and the film <i>Crazy Rich Asians</i> shares his memoir of growing up as a Chinese immigrant in California and making it in Hollywood.<br/><br/>""I turned down a job in finance to pursue a career in stand-up comedy. My dad thought I was crazy. But I figured it was better to disappoint my parents for a few years than to disappoi</b>",Hardcover,Nonfiction,March,240,Da Capo Press,4.00,How to American: An Immigrant's Guide to Disappointing Your Parents,2018
D.L. Hughley,"A cutting satire of race relations in the age of Trump and Black Lives Matter from the hugely popular comedian—one of ""The Original Kings of Comedy""—and author of the ",Hardcover,Nonfiction,June,260,William Morrow,4.06,How Not to Get Shot: And Other Advice From White People,2018
Ellie Kemper,<b>Comedian and star of <i>The Office</i> and </b>,Hardcover,Nonfiction,October,240,Scribner,3.40,My Squirrel Days,2018
Eric Idle,"<b>From the ingenious comic performer, founding member of Monty Python, and creator of <i>Spamalot</i>, comes an absurdly funny memoir of unparalleled wit and heartfelt candor<br/></b>",Hardcover,Nonfiction,October,290,Crown Archetype,3.83,Always Look on the Bright Side of Life: A Sortabiography,2018
Guy Branum,In the vein of ,Hardcover,Autobiography,July,288,Atria Books,4.10,My Life as a Goddess: A Memoir through (Un)Popular Culture,2018
Mike Reiss,In celebration of ,Hardcover,Nonfiction,June,320,Dey Street Books,3.94,"Springfield Confidential: Jokes, Secrets, and Outright Lies from a Lifetime Writing for The Simpsons",2018
Nell Scovell,<strong>You’ve almost certainly laughed at Scovell’s jokes—you just didn’t know it until now.<em></em></strong>,Hardcover,Nonfiction,March,316,Dey Street Books,4.01,Just the Funny Parts: ... And a Few Hard Truths About Sneaking Into the Hollywood Boys' Club,2018
Simon Rich,"<b>A hilarious collection inspired by a former <i>Saturday Night Live</i> writer's real experiences in Hollywood, chronicling the absurdity of fame and the humanity of failure in a world dominated by social media influencers and reality TV stars.</b>",Hardcover,Short Stories,July,240,"Little, Brown and Company",3.84,Hits and Misses,2018
Sloane Crosley,<b>Sloane Crosley returns to the form that made her a household name in really quite a lot of households: Essays!</b>,Hardcover,Writing,April,256,MCD,3.75,Look Alive Out There,2018
Tom Papa,"It's hard being a person, especially in a family, and no one knows that better than stand-up comedian, family man, and ",Hardcover,Humor,June,304,St. Martin's Press,3.75,Your Dad Stole My Rake: And Other Family Dilemmas,2018
Erin Gibson,"<b> From the wickedly funny and feminist creator and host of the ""Throwing Shade"" podcast, a collection of hilarious personal essays and political commentary perfect for fans of Lindy West and Roxane Gay.</b>",Hardcover,Nonfiction,September,288,Grand Central Publishing,4.18,Feminasty: The Complicated Woman's Guide to Surviving the Patriarchy Without Drinking Herself to Death,2018
Maeve Higgins,"Maeve Higgins was a bestselling memoirist and comedian in her native Ireland when, at the grand old age of thirty-one, she left the only home she’d ever known in search of something more. Like many women in their early thirties, she both was and was not the adult she wanted to be. At once smart, curious, and humane, Maeve in America is the story of how Maeve found herself,",Paperback,Nonfiction,August,256,Penguin Books,3.54,Maeve in America: Essays by a Girl from Somewhere Else,2018
Michelle McNamara,"A masterful true crime account of the Golden State Killer—the elusive serial rapist turned murderer who terrorized California for over a decade—from Michelle McNamara, the gifted journalist who died tragically while investigating the case.",Hardcover,Nonfiction,February,328,Harper,4.22,I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer,2018
Rachel Hollis,"Do you ever suspect that everyone else has life figured out and you don’t have a clue? If so, Rachel Hollis has something to tell you: ",Hardcover,Nonfiction,February,240,Thomas Nelson,3.93,"Girl, Wash Your Face: Stop Believing the Lies About Who You Are so You Can Become Who You Were Meant to Be",2018
Bob Woodward,"With authoritative reporting honed through eight presidencies from Nixon to Obama, author Bob Woodward reveals in unprecedented detail the harrowing life inside President Donald Trump’s White House and precisely how he makes decisions on major foreign and domestic policies. Woodward draws from hundreds of hours of interviews with firsthand sources, meeting notes, personal",Hardcover,Nonfiction,September,420,Simon & Schuster,3.96,Fear: Trump in the White House,2018
Reese Witherspoon,"<b>Academy award–winning actress, producer, and entrepreneur Reese Witherspoon invites you into her world, where she infuses the southern style, parties, and traditions she loves with contemporary flair and charm.</b>",Kindle Edition,Nonfiction,September,299,Touchstone,3.66,"Whiskey in a Teacup: What Growing Up in the South Taught Me About Life, Love & Baking Biscuits",2018
Susan Orlean,"On the morning of April 28, 1986, a fire alarm sounded in the Los Angeles Public Library. As the moments passed, the patrons and staff who had been cleared out of the building realized this was not the usual fire alarm. As one fireman recounted, “Once that first stack got going, it was ‘Goodbye, Charlie.’” The fire was disastrous: it reached 2000 degrees and burned for mor",Hardcover,Nonfiction,October,318,Simon  Schuster,4.20,The Library Book,2018
Yuval Noah Harari,"<b>In<i> Sapiens, </i>he explored our past. In <i>Homo Deus, </i>he looked to our future<i>. </i>Now, one of the most innovative thinkers on the planet turns to the present to make sense of today's most pressing issues.</b>",Hardcover,Nonfiction,September,372,Spiegel & Grau                          (first published August 2018,4.23,21 Lessons for the 21st Century,2018
Roxane Gay,"In this valuable and revealing anthology, cultural critic and bestselling author Roxane Gay collects original and previously published pieces that address what it means to live in a world where women have to measure the harassment, violence, and aggression they face, and where they are “routinely second-guessed, blown off, discredited, denigrated, besmirched, belittled, pa",Hardcover,Nonfiction,May,350,Harper,4.53,Not That Bad: Dispatches from Rape Culture,2018
Ijeoma Oluo,"<b>In this breakout book, Ijeoma Oluo explores the complex reality of today's racial landscape--from white privilege and police brutality to systemic discrimination and the Black Lives Matter movement--offering straightforward clarity that readers need to contribute to the dismantling of the racial divide</b>",Hardcover,Nonfiction,January,248,Seal Press,4.56,So You Want to Talk About Race,2018
Jordan B. Peterson,What does everyone in the modern world need to know? Renowned psychologist Jordan B. Peterson's answer to this most difficult of questions uniquely combines the hard-won truths of ancient tradition with the stunning revelations of cutting-edge scientific research.,Hardcover,Nonfiction,January,448,Random House Canada,4.01,12 Rules for Life: An Antidote to Chaos,2018
Hans Rosling,"<i>Alternate cover edition for ISBN 1250107814 / 9781250107817<br/>For previous cover edition see <a href=""https://www.goodreads.com/book/show/36185976-factfulness"" rel=""nofollow"">here</a></i>",Hardcover,Nonfiction,April,342,Flatiron Books                          (first published January 25th 2018,4.35,Factfulness: Ten Reasons We're Wrong About the World – and Why Things Are Better Than You Think,2018
John Carreyrou,"The full inside story of the breathtaking rise and shocking collapse of Theranos, the multibillion-dollar biotech startup, by the prize-winning journalist who first broke the story and pursued it to the end, despite pressure from its charismatic CEO and threats by her lawyers. ",Hardcover,Nonfiction,May,299,Knopf Publishing Group,4.47,Bad Blood: Secrets and Lies in a Silicon Valley Startup,2018
Madeleine K. Albright,"<strong>A personal and urgent examination of Fascism in the twentieth century and how its legacy shapes today’s world, written by one of America’s most admired public servants, the first woman to serve as U.S. secretary of state</strong>",Hardcover,Nonfiction,April,289,Harper,4.34,Fascism: A Warning,2018
James Patterson,"Aaron Hernandez was a college All-American who became the youngest player in the NFL and later reached the Super Bowl. His every move as a tight end with the New England Patriots played out the headlines, yet he led a secret life--one that ended in a maximum-security prison. What drove him to go so wrong, so fast?",Hardcover,Nonfiction,January,400,"Little, Brown and Company",3.80,"All-American Murder: The Rise and Fall of Aaron Hernandez, the Superstar Whose Life Ended on Murderers' Row",2018
Steven Pinker,The follow-up to Pinker's groundbreaking ,Hardcover,Nonfiction,February,576,Viking,4.24,"Enlightenment Now: The Case for Reason, Science, Humanism, and Progress",2018
James Clear,"<b> <b>The instant </b> <b> <i>New York Times</i> </b> <b> bestseller</b> <br/><br/><b> <i>Tiny Changes, Remarkable Results</i> </b> </b>",Kindle Edition,Nonfiction,October,319,Avery,4.27,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,2018
Michael Isikoff,"The incredible, harrowing account of how American democracy was hacked by Moscow as part of a covert operation to influence the U.S. election and help Donald Trump gain the presidency.",Hardcover,Politics,March,352,Twelve,4.29,Russian Roulette: The Inside Story of Putin's War on America and the Election of Donald Trump,2018
Beth Macy,Beth Macy takes us into the epicenter of America's twenty-plus year struggle with opioid addiction. From distressed small communities in Central Appalachia to wealthy suburbs; from disparate cities to once-idyllic farm towns; it's a heartbreaking trajectory that illustrates how this national crisis has persisted for so long and become so firmly entrenched. ,Hardcover,Nonfiction,August,384,"Little, Brown and Company",4.16,"Dopesick: Dealers, Doctors, and the Drug Company that Addicted America",2018
Kirk Wallace Johnson,"A rollicking true-crime adventure and a thought-provoking exploration of the human drive to possess natural beauty for readers of The Stranger in the Woods, The Lost City of Z, and The Orchid Thief.",Kindle Edition,Nonfiction,April,320,Viking,4.05,"The Feather Thief: Beauty, Obsession, and the Natural History Heist of the Century",2018
Nassim Nicholas Taleb,"From the New York Times bestselling author of The Black Swan, a bold new work that challenges many of our long-held beliefs about risk and reward, politics and religion, finance and personal responsibility",Hardcover,Nonfiction,February,304,Random House,3.86,Skin in the Game: Hidden Asymmetries in Daily Life,2018
Suzanne Stabile,"Most of us have no idea how others see or process their experiences. And that can make relationships hard, whether with intimate partners, with friends, or in our professional lives. Understanding the motivations and dynamics of these different personality types can be the key that unlocks sometimes mystifying behavior in others—and in ourselves.",Hardcover,Nonfiction,April,240,IVP Books,4.18,The Path Between Us: An Enneagram Journey to Healthy Relationships,2018
Tara Westover,"<strong>An unforgettable memoir in the tradition of <em>The Glass Castle</em> about a young girl who, kept out of school, leaves her survivalist family and goes on to earn a PhD from Cambridge University</strong>",Hardcover,Nonfiction,February,334,Random House,4.48,Educated,2018
Michelle Obama,"<b>An intimate, powerful, and inspiring memoir by the former First Lady of the United States.</b>",ebook,Nonfiction,November,480,Crown,4.70,Becoming,2018
Sally Field,"<b>In this intimate, haunting literary memoir, an American icon tells her story for the first time, and in her own gorgeous words--about a challenging and lonely childhood, the craft that helped her find her voice, and a powerful emotional legacy that shaped her journey as a daughter and a mother.</b>",Hardcover,Autobiography,September,416,Grand Central Publishing,3.92,In Pieces,2018
Chrissy Metz,An inspirational book about life and its lessons from the Golden Globe and Emmy nominated star of NBC’s This Is Us.,Hardcover,Nonfiction,March,308,Dey Street Books,3.99,This Is Me: Loving the Person You Are Today,2018
Masaji Ishikawa,"The harrowing true story of one man’s life in—and subsequent escape from—North Korea, one of the world’s most brutal totalitarian regimes.",Hardcover,Nonfiction,January,172,AmazonCrossing,4.27,A River in Darkness: One Man's Escape from North Korea,2018
Patrisse Khan-Cullors,A poetic and powerful memoir about what it means to be a Black woman in America—and the co-founding of a movement that demands justice for all in the land of the free.,Hardcover,Nonfiction,January,257,St. Martin's Press,4.50,When They Call You a Terrorist: A Black Lives Matter Memoir,2018
James Comey,"Former FBI Director James Comey shares his never-before-told experiences from some of the highest-stakes situations of his career in the past two decades of American government, exploring what good, ethical leadership looks like, and how it drives sound decisions. His journey provides an unprecedented entry into the corridors of power, and a remarkable lesson in what makes",Hardcover,Nonfiction,April,290,Flatiron Books,4.21,"A Higher Loyalty: Truth, Lies, and Leadership",2018
Maggie O'Farrell,We are never closer to life than when we brush up against the possibility of death.,Hardcover,Nonfiction,February,304,Knopf Publishing Group                          (first published August 22nd 2017,4.02,"I Am, I Am, I Am: Seventeen Brushes with Death",2017
Clemantine Wamariya,"<b>A riveting story of dislocation, survival, and the power of the imagination to save us</b>",Hardcover,Nonfiction,April,288,Crown Publishing Group (NY,4.22,The Girl Who Smiled Beads: A Story of War and What Comes After,2018
Kate Bowler,<b>A divinity professor and young mother with a Stage IV cancer diagnosis explores the pain and joy of living without certainty.</b>,Hardcover,Nonfiction,February,178,Random House,3.77,Everything Happens for a Reason: And Other Lies I've Loved,2018
Anthony Ray Hinton,"In 1985, Anthony Ray Hinton was arrested and charged with two counts of capital murder in Alabama. Stunned, confused, and only twenty-nine years old, Hinton knew that it was a case of mistaken identity and believed that the truth would prove his innocence and ultimately set him free.",Hardcover,Nonfiction,March,272,St. Martin's Press,4.63,The Sun Does Shine: How I Found Life and Freedom on Death Row,2018
Terese Marie Mailhot,<i>Heart Berries</i>,Hardcover,Autobiography,February,143,Counterpoint Press,3.90,Heart Berries: A Memoir,2018
Nicole Chung,"What does it mean to lose your roots—within your culture, within your family—and what happens when you find them?",Hardcover,Autobiography,October,240,Catapult,4.03,All You Can Ever Know: A Memoir,2018
Kelly Corrigan,"In ""I Don't Know,"" Corrigan wrestles to make peace with uncertainty, whether it's over expected invitations that never come or a friend's agonizing infertility. In ""No,"" she admires her mother's ability to set boundaries, her liberating willingness to be unpopular. In ""Tell Me More,"" she learns something important about listening from a facialist named Tish. And in ""I Was",Hardcover,Nonfiction,January,240,Random House,4.17,Tell Me More: Stories about the 12 Hardest Things I'm Learning to Say,2018
Lisa Brennan-Jobs,"Born on a farm and named in a field by her parents--artist Chrisann Brennan and Steve Jobs--Lisa Brennan-Jobs's childhood unfolded in a rapidly changing Silicon Valley. When she was young, Lisa's father was a mythical figure who was rarely present in her life. As she grew older, her father took an interest in her, ushering her into a new world of mansions, vacations, and p",Hardcover,Nonfiction,September,383,Grove Press,3.94,Small Fry,2018
Rose McGowan,"Rose McGowan was born in one cult and came of age in another, more visible cult: Hollywood.",ebook,Nonfiction,January,272,HarperOne,3.84,Brave,2018
Meaghan O'Connell,<strong> <i>Operating Instructions</i> </strong>,Hardcover,Nonfiction,April,240,"Little, Brown and Company",3.98,And Now We Have Everything: On Motherhood Before I Was Ready,2018
David Lynch,"<b>The extraordinary, highly anticipated memoir from visionary filmmaker<i> </i>David Lynch</b>",Hardcover,Nonfiction,June,577,Random House,4.33,Room to Dream,2018
Adam Cayton-Holland,"Unsentimental, unexpectedly funny, and incredibly honest, ",Hardcover,Autobiography,August,256,Touchstone,4.22,Tragedy Plus Time: A Tragi-Comic Memoir,2018
Kiese Laymon,"<b>In this powerful and provocative memoir, genre-bending essayist and novelist Kiese Laymon explores what the weight of a lifetime of secrets, lies, and deception does to a black body, a black family, and a nation teetering on the brink of moral collapse.</b>",Hardcover,Autobiography,October,256,Scribner,4.42,Heavy: An American Memoir,2018
Maxwell King,Fred Rogers (1928–2003) was an enormously influential figure in the history of television and in the lives of tens of millions of children. As the creator and star of ,Hardcover,Biography,September,416,Harry N. Abrams,4.08,The Good Neighbor: The Life and Work of Fred Rogers,2018
Dave Itzkoff,<b>From </b>,Hardcover,Biography,May,544,Henry Holt and Co,4.20,Robin,2018
Zora Neale Hurston,"<strong>A major literary event: a newly published work from the author of the American classic <em>Their Eyes Were Watching God, </em>with a foreword from Pulitzer Prize-winning author Alice Walker, brilliantly illuminates the horror and injustices of slavery as it tells the true story of one of the last-known survivors of the Atlantic slave trade—abducted from Africa on the last ""Black Ca</strong>",Hardcover,Nonfiction,May,171,Amistad                          (first published April 24th 2018,4.08,Barracoon: The Story of the Last “Black Cargo”,2018
Liz Rosenberg,An affecting biography of the author of Anne of Green Gables is the first for young readers to include revelations about her last days and to encompass the complexity of a brilliant and sometimes troubled life.,Hardcover,Nonfiction,June,352,Candlewick Press,4.07,House of Dreams: The Life of L. M. Montgomery,2018
Elaine F. Weiss,"<b>The nail-biting climax of one of the greatest political victories in American history: the down and dirty campaign to get the last state to ratify the 19th amendment, granting women the right to vote.<br/><br/>""Anyone interested in the history of our country's ongoing fight to put its founding values into practice--as well as those seeking the roots of current political fault lines-</b>",Hardcover,History,March,416,Viking,4.16,The Woman's Hour: The Great Fight to Win the Vote,2018
Catherine Kerrison,"<b> <i>The remarkable untold story of Thomas Jefferson's three daughters - two white and free, one black and enslaved - and the divergent paths they forged in a newly independent America.</i> </b>",Hardcover,History,January,425,Ballantine Books,3.65,"Jefferson's Daughters: Three Sisters, White and Black, in a Young America",2018
Keith  O'Brien,<br/>,Hardcover,Nonfiction,August,352,Eamon Dolan/Houghton Mifflin Harcourt,4.02,Fly Girls: How Five Daring Women Defied All Odds and Made Aviation History,2018
Robert Kurson,"<b> <b>The inside, lesser-known story of NASA's boldest and riskiest mission: Apollo 8, mankind's first journey to the Moon on Christmas in 1968. A riveting account of three heroic astronauts who took one of the most dangerous space flights ever, from the </b> <b> <i>New York Times</i> </b> <b> bestselling author of </b> <b> <i>Shadow Divers.</i> </b> </b>",Hardcover,History,April,384,Random House,4.55,Rocket Men: The Daring Odyssey of Apollo 8 and the Astronauts Who Made Man's First Journey to the Moon,2018
Nathaniel Philbrick,<b>The thrilling story of the Revolutionary War finale from the <i>New York Times</i> bestselling author of <i>In the Heart of the Sea</i> and <i>Valiant Ambition</i>.</b>,Hardcover,History,October,366,Viking,4.05,In the Hurricane's Eye: The Genius of George Washington and the Victory at Yorktown,2018
Dave Eggers,"<b>From the best-selling author of <i>The Circle, </i>the true story of a young Yemeni-American man, raised in San Francisco, who dreams of resurrecting the ancient art of Yemeni coffee but finds himself trapped in Sana'a by civil war.</b>",Hardcover,Nonfiction,January,327,Knopf Publishing Group                          (first published January 25th 2018,3.98,The Monk of Mokha,2018
Doris Kearns Goodwin,Are leaders born or made? Where does ambition come from? How does adversity affect the growth of leadership? Does the leader make the times or do the times make the leader?,Hardcover,History,September,473,Simon  Schuster,4.41,Leadership: In Turbulent Times,2018
Dan Abrams,"<strong>The true story of Abraham Lincoln's last murder trial, a strange case in which he had a deep personal involvement--and which was played out in the nation's newspapers as he began his presidential campaign.</strong>",Hardcover,History,June,368,Hanover Square Press                          (first published June 1st 2018,3.93,Lincoln's Last Trial: The Murder Case That Propelled Him to the Presidency,2018
David Christian,<i>A captivating history of the universe -- from before the dawn of time through the far reaches of the distant future.</i>,Hardcover,History,May,357,"Little, Brown and Company",4.07,Origin Story: A Big History of Everything,2018
Jill Lepore,"<strong>In the most ambitious one-volume American history in decades, award-winning historian and <em>New Yorker</em> writer Jill Lepore offers a magisterial account of the origins and rise of a divided nation, an urgently needed reckoning with the beauty and tragedy of American history.</strong>",Hardcover,History,September,933,W. W. Norton  Company,4.44,These Truths: A History of the United States,2018
Ronen Bergman,"<b>The first definitive history of the Mossad, Shin Bet, and the IDF’s targeted killing programs, from the man hailed by David Remnick as “arguably [Israel’s] best investigative reporter” </b>",Hardcover,History,January,784,Random House,4.42,Rise and Kill First: The Inside Story and Secret Operations of Israel's Assassination Program,2018
Sam Anderson,"<b>Award-winning journalist Sam Anderson’s long-awaited debut is a brilliant, kaleidoscopic narrative of Oklahoma City--a great American story of civics, basketball, and destiny.</b>",Hardcover,Nonfiction,August,448,Crown,4.40,"Boom Town: The Fantastical Saga of Oklahoma City, Its Chaotic Founding, Its Apocalyptic Weather, Its Purloined Basketball Team, and the Dream of Becoming a World-class Metropolis",2018
Lawrence Wright,"<b>With humor and the biting insight of a native, the Pulitzer Prize-winning author of <i>The Looming Tower</i> explores the history, culture, and politics of Texas, while holding the stereotypes up for rigorous scrutiny.</b>",Hardcover,Nonfiction,April,352,Knopf Publishing Group,4.07,God Save Texas: A Journey Into the Soul of the Lone Star State,2018
Bill O'Reilly,<b>Confronting Nazi evil is the subject of the latest installment in the mega-bestselling <i>Killing</i> series</b>,Hardcover,History,October,307,Henry Holt and Co,4.12,Killing the SS: The Hunt for the Worst War Criminals in History,2018
Lynn Vincent,A human drama unlike any other—the riveting and definitive full story of the worst sea disaster in United States naval history.,Hardcover,History,July,592,Simon  Schuster,4.50,Indianapolis: The True Story of the Worst Sea Disaster in U.S. Naval History and the Fifty-Year Fight to Exonerate an Innocent Man,2018
Jon Meacham,Pulitzer Prize-winning author Jon Meacham helps us understand the present moment in American politics and life by looking back at critical times in our history when hope overcame division and fear.,Hardcover,History,May,402,Random House,4.27,The Soul of America: The Battle for Our Better Angels,2018
Stephen Brusatte,<em>The dinosaurs. </em>,Hardcover,Science,April,404,William Morrow,4.21,The Rise and Fall of the Dinosaurs: A New History of a Lost World,2018
Stephen Hawking,"Stephen Hawking was the most renowned scientist since Einstein, known both for his groundbreaking work in physics and cosmology and for his mischievous sense of humor. He educated millions of readers about the origins of the universe and the nature of black holes, and inspired millions more by defying a terrifying early prognosis of ALS, which originally gave him only two",Hardcover,Science,October,256,Bantam,4.35,Brief Answers to the Big Questions,2018
Carl Zimmer,"Carl Zimmer presents a history of our understanding of heredity in this sweeping, resonating overview of a force that shaped human society--a force set to shape our future even more radically.",Hardcover,Science,May,544,Dutton,4.18,"She Has Her Mother's Laugh: The Powers, Perversions, and Potential of Heredity",2018
Claire L.  Evans,"<b>The history of technology you probably know is one of men and machines, garages and riches, alpha nerds and brogrammers. But the little-known fact is that female visionaries have always been at the vanguard of technology and innovation--they've just been erased from the story. Until now.</b>",Hardcover,Nonfiction,March,288,Portfolio,4.04,Broad Band: The Untold Story of the Women Who Made the Internet,2018
Michael Pollan,"<b> <b>A brilliant and brave investigation by Michael Pollan, author of five </b> <b> <i>New York Times</i> </b> <b> best sellers, into the medical and scientific revolution taking place around psychedelic drugs--and the spellbinding story of his own life-changing psychedelic experiences </b> </b>",Hardcover,Nonfiction,May,465,Penguin Press,4.34,"How to Change Your Mind: What the New Science of Psychedelics Teaches Us about Consciousness, Dying, Addiction, Depression, and Transcendence",2018
Nick Pyenson,<b>The Smithsonian's star paleontologist takes us to the ends of the earth and to the cutting edge of whale research</b>,Hardcover,Nonfiction,June,336,Viking,3.80,"Spying on Whales: The Past, Present, and Future of Earth's Most Awesome Creatures",2018
Michio Kaku,<b>The #1 bestselling author of <i>The Future of the Mind</i> brings us a stunning new vision of our future in space.</b>,Hardcover,Science,February,368,Allen Lane,4.13,"The Future of Humanity: Terraforming Mars, Interstellar Travel, Immortality, and Our Destiny Beyond Earth",2018
Daniel H. Pink,"Everyone knows that timing is everything. But we don't know much about timing itself. Our lives are a never-ending stream of ""when"" decisions: when to start a business, schedule a class, get serious about a person. Yet we make those decisions based on intuition and guesswork.",Hardcover,Nonfiction,January,272,Riverhead Books,3.77,When: The Scientific Secrets of Perfect Timing,2018
Carlo Rovelli,"<b>From the bestselling author of Seven Brief Lessons on Physics, a concise, elegant exploration of time.</b>",Hardcover,Science,May,240,Riverhead Books                          (first published 2017,4.09,The Order of Time,2017
